file_type,file_path,preview_detected,status,screenshot
PNG,C:\Users\traki\OneDrive\Documents\ITPM\TestCases\test_automation_ui\test_automation_ui\sample.png,True,PASS,C:\Users\traki\OneDrive\Documents\ITPM\TestCases\test_automation_ui\test_automation_ui\results\preview_pass.png
